,timestamp,quantity,price,fee,amount,side
441,2018-07-02 22:34:27,0.13699999999999998,7167121,0,-981895,0
442,2018-07-02 22:34:27,0.3108,7167121,0,-2227541,0
443,2018-07-02 22:35:24,0.0359,7300005,0,262070,1
444,2018-07-02 22:35:24,0.4119,7300005,0,3006872,1
445,2018-07-02 22:36:20,0.1,7228225,0,-722822,0
446,2018-07-02 22:36:20,5.12e-05,7228225,0,-370,0
447,2018-07-02 22:36:21,0.0118,7235871,0,-85383,0
448,2018-07-02 22:36:48,0.0996,7325934,0,729663,1
449,2018-07-02 22:37:01,0.0062,7322621,0,45400,1
450,2018-07-02 22:38:35,0.0061,7321840,0,44663,1
451,2018-07-02 22:45:11,8.2e-06,7220969,0,-59,0
452,2018-07-02 22:45:15,0.0656,7222308,0,-473783,0
453,2018-07-02 22:45:15,0.5442,7222308,0,-3930380,0
454,2018-07-02 22:45:15,0.0137,7222308,0,-98945,0
455,2018-07-02 22:45:19,0.4614,7220987,0,-3331763,0
456,2018-07-02 22:45:19,0.0014,7220987,0,-10109,0
457,2018-07-02 22:45:19,0.0555,7220987,0,-400764,0
458,2018-07-02 22:45:25,0.0444,7228073,0,-320926,0
459,2018-07-02 22:45:28,0.0648,7326332,0,474746,1
460,2018-07-02 22:45:29,0.6536,7329999,0,4790887,1
461,2018-07-02 22:45:35,0.4678,7331984,0,3429902,1
462,2018-07-02 22:47:02,0.0137,7236265,0,-99136,0
463,2018-07-02 22:47:02,0.002,7236265,0,-14472,0
464,2018-07-02 22:47:40,0.4967,7248226,0,-3600193,0
465,2018-07-02 22:47:40,0.001,7248226,0,-7248,0
466,2018-07-02 22:47:40,1.0,7248226,0,-7248226,0
467,2018-07-02 22:47:40,0.77980955,7248226,0,-5652235,0
468,2018-07-02 22:47:40,0.2,7248226,0,-1449645,0
469,2018-07-02 22:47:40,0.0002,7248226,0,-1449,0
470,2018-07-02 22:47:40,0.1758,7248226,0,-1274238,0
471,2018-07-02 22:47:41,0.2057,7246575,0,-1490620,0
472,2018-07-02 22:47:42,2.12509045,7246213,0,-15398858,0
473,2018-07-02 22:48:16,0.1209,7359664,0,889783,1
474,2018-07-02 22:48:20,0.1888,7368821,0,1391233,1
475,2018-07-02 22:48:26,0.40299999999999997,7365627,0,2968347,1
476,2018-07-02 22:50:11,0.028999999999999998,7355646,0,213313,1
477,2018-07-02 22:50:17,0.2195,7355797,0,1614597,1
478,2018-07-02 22:52:43,2.7461,7333770,0,20139265,1
479,2018-07-02 22:52:43,0.3303,7333770,0,2422344,1
480,2018-07-02 22:53:36,0.0002,7327593,0,1465,1
481,2018-07-02 22:54:25,0.0565,7237934,0,-408943,0
482,2018-07-02 22:54:56,0.02600358,7296666,0,189739,1
483,2018-07-02 22:54:57,0.2801,7303131,0,2045606,1
484,2018-07-02 22:56:35,0.0001,7304570,0,730,1
485,2018-07-02 22:57:32,1.1892,7218761,0,-8584550,0
486,2018-07-02 22:57:46,0.9,7310125,0,6579112,1
487,2018-07-02 22:57:55,1.0017,7312134,0,7324564,1
488,2018-07-02 22:58:17,0.2491,7226862,0,-1800211,0
489,2018-07-02 22:58:22,3.0969,7227899,0,-22384080,0
490,2018-07-02 22:58:44,0.6365,7317453,0,4657558,1
491,2018-07-02 22:59:17,0.7981,7328793,0,5849109,1
492,2018-07-02 22:59:34,0.1111,7329571,0,814315,1
493,2018-07-02 23:01:41,0.0017,7251023,0,-12326,0
494,2018-07-02 23:03:36,0.475,7250851,0,-3444154,0
495,2018-07-02 23:06:34,1.0,7261539,0,-7261539,0
496,2018-07-02 23:08:09,3.2769999999999997,7385340,0,24201759,1
497,2018-07-02 23:11:55,0.2634,7275446,0,-1916352,0
498,2018-07-02 23:12:09,0.2634,7391642,0,1946958,1
499,2018-07-02 23:12:58,0.001,7284852,0,-7284,0
500,2018-07-02 23:12:58,0.0018,7284852,0,-13112,0
501,2018-07-02 23:13:02,0.0027,7284672,0,-19668,0
502,2018-07-02 23:13:09,0.1016,7252687,0,-736872,0
503,2018-07-02 23:13:13,0.06349128,7276567,0,-461998,0
504,2018-07-02 23:13:13,0.0136,7276567,0,-98961,0
505,2018-07-02 23:13:17,4.0,7293728,0,-29174912,0
506,2018-07-02 23:14:18,3.498,7361224,0,25749561,1
507,2018-07-02 23:14:18,0.0493,7361224,0,362908,1
508,2018-07-02 23:14:18,0.001,7361224,0,7361,1
509,2018-07-02 23:14:21,0.6359,7364560,0,4683123,1
510,2018-07-02 23:15:08,5.0,7331000,0,-36655000,0
511,2018-07-02 23:16:24,5.0,7380112,0,36900560,1
512,2018-07-02 23:17:44,0.0126,7295671,0,-91925,0
513,2018-07-02 23:17:48,0.0218,7295555,0,-159043,0
514,2018-07-02 23:17:48,0.0199,7295555,0,-145181,0
515,2018-07-02 23:18:07,0.585,7300317,0,-4270685,0
516,2018-07-02 23:18:26,0.6393,7365318,0,4708647,1
517,2018-07-02 23:22:41,0.1237,7245663,0,-896288,0
518,2018-07-02 23:23:21,0.0091,7353435,0,66916,1
519,2018-07-02 23:23:59,0.1146,7317021,0,838530,1
520,2018-07-02 23:27:02,2.07012064,7255120,0,-15018973,0
521,2018-07-02 23:27:39,0.1579,7267349,0,-1147514,0
522,2018-07-02 23:27:39,0.0136,7267349,0,-98835,0
523,2018-07-02 23:27:51,0.0013,7353522,0,9559,1
524,2018-07-02 23:30:42,2.2403,7360149,0,16488941,1
525,2018-07-02 23:38:47,1.0,7247650,0,-7247650,0
526,2018-07-02 23:38:47,0.1,7247650,0,-724765,0
527,2018-07-02 23:42:53,0.8061,7356852,0,5930358,1
528,2018-07-02 23:42:53,0.272,7356852,0,2001063,1
529,2018-07-02 23:42:57,0.0219,7350348,0,160972,1
