timestamp,quantity,price,fee,amount,side
2018-07-02 11:01:38,0.08,7046000,0,-563680,0
2018-07-02 11:03:13,0.2389,7049000,0,-1684006,0
2018-07-02 11:03:13,0.0314,7049000,0,-221339,0
2018-07-02 11:03:49,0.0374,7050000,0,-263670,0
2018-07-02 11:15:10,0.019,7049000,0,-133931,0
2018-07-02 11:25:07,0.7587,7052000,0,5350352,1
2018-07-02 12:43:51,0.2819,7053000,0,-1988241,0
2018-07-02 13:01:38,0.2779,7056000,0,1960862,1
2018-07-02 13:07:12,0.004,7053000,0,28212,1
2018-07-02 13:39:23,0.3565,7008000,0,-2498352,0
2018-07-02 13:39:28,0.08,7008000,0,-560640,0
2018-07-02 13:41:57,0.0365,7012000,0,255938,1
2018-07-02 13:45:33,0.019,7017000,0,133323,1
2018-07-02 13:48:30,0.2651,7016000,0,-1859942,0
2018-07-02 13:54:28,0.0263,7021000,0,184652,1
2018-07-02 14:03:24,0.6198,7014000,0,4347277,1
2018-07-02 14:56:19,0.0683,7016000,0,-479193,0
2018-07-02 14:56:19,0.08,7016000,0,-561280,0
2018-07-02 14:56:20,0.0117,7016000,0,-82087,0
2018-07-02 15:11:08,0.0028,7004000,0,-19611,0
2018-07-02 15:11:35,0.0566,7004000,0,396426,1
2018-07-02 15:11:36,0.0636,7004000,0,445454,1
2018-07-02 15:13:55,0.004,7006000,0,28024,1
2018-07-02 15:16:11,0.0015,7002000,0,10503,1
2018-07-02 15:17:32,0.0013,6999000,0,9099,1
2018-07-02 15:17:36,0.0142,6997000,0,99357,1
2018-07-02 15:17:36,0.0004,6997000,0,2799,1
2018-07-02 15:17:36,0.0128,6997000,0,89562,1
2018-07-02 15:17:36,0.0084,6997000,0,58775,1
2018-07-02 15:19:24,0.006,7001000,0,-42006,0
2018-07-02 15:20:22,0.0043,6996000,0,30083,1
2018-07-02 15:20:23,0.0017,6996000,0,11893,1
2018-07-02 15:50:00,0.0042,7031000,0,-29530,0
2018-07-02 15:50:00,0.01,7031000,0,-70310,0
2018-07-02 15:50:00,0.01,7031000,0,-70310,0
2018-07-02 15:50:04,0.01,7032000,0,-70320,0
2018-07-02 15:50:21,0.4333,7024000,0,-3043499,0
2018-07-02 15:54:45,0.0378,7031000,0,265772,1
2018-07-02 15:55:12,0.0046,7030000,0,32338,1
2018-07-02 16:01:12,0.08,7021000,0,561680,1
2018-07-02 16:01:12,0.3232,7021000,0,2269187,1
2018-07-02 16:01:17,0.0219,7020000,0,153738,1
2018-07-02 16:16:22,1.5,7030000,0,-10545000,0
2018-07-02 16:16:22,0.08,7030000,0,-562400,0
2018-07-02 16:18:02,0.08,7032000,0,562560,1
2018-07-02 16:31:04,0.6512,7047000,0,4589006,1
2018-07-02 16:38:21,0.0004,7044000,0,2818,1
2018-07-02 16:48:44,0.0778,7040000,0,547712,1
2018-07-02 16:57:00,0.4309,7053000,0,-3039138,0
2018-07-02 16:59:01,1.03084164,7063000,0,7280835,1
2018-07-02 16:59:20,0.0215,7067000,0,151941,1
2018-07-02 16:59:47,0.021,7058000,0,148218,1
2018-07-02 17:02:21,0.01,7058000,0,70580,1
2018-07-02 17:03:03,0.0031,7055000,0,-21871,0
2018-07-02 17:08:58,0.1212,7068000,0,856642,1
2018-07-02 17:29:47,0.104,7056000,0,-733824,0
2018-07-02 17:39:11,0.0605,7060000,0,427130,1
2018-07-02 17:43:13,0.0435,7058000,0,307023,1
2018-07-02 19:22:32,4.0,7049000,0,-28196000,0
2018-07-02 19:24:36,0.08,7056000,0,564480,1
2018-07-02 19:24:55,0.08,7059000,0,564720,1
2018-07-02 19:24:59,0.0063,7053000,0,44434,1
2018-07-02 19:24:59,0.021,7053000,0,148113,1
2018-07-02 19:25:04,0.0046,7052000,0,32439,1
2018-07-02 19:25:16,0.0737,7059000,0,520248,1
2018-07-02 19:26:21,0.282,7058000,0,1990356,1
2018-07-02 19:32:13,1.27,7058000,0,8963660,1
2018-07-02 19:43:57,0.0456,7066000,0,322210,1
2018-07-02 19:58:24,0.5184,7053000,0,3656275,1
2018-07-02 19:58:24,0.6683,7053000,0,4713520,1
2018-07-02 19:58:24,0.0292,7053000,0,205948,1
2018-07-02 20:07:59,0.2911,7057000,0,2054293,1
2018-07-02 20:07:59,0.0055,7057000,0,38814,1
2018-07-02 20:17:03,0.6243,7062000,0,4408807,1
2018-07-02 21:13:50,0.0856,7049000,0,-603394,0
2018-07-02 21:13:51,0.0856,7049000,0,-603394,0
2018-07-02 21:13:51,0.0514,7049000,0,-362319,0
2018-07-02 21:16:03,0.0051,7051000,0,-35960,0
2018-07-02 21:19:14,0.05,7056000,0,352800,1
2018-07-02 22:05:21,0.1777,7064000,0,1255273,1
2018-07-02 22:18:36,2.0,7085000,0,-14170000,0
2018-07-02 22:24:31,0.4156,7099000,0,2950344,1
2018-07-02 22:24:32,0.0432,7099000,0,306677,1
2018-07-02 22:24:33,0.02,7099000,0,141980,1
2018-07-02 22:24:33,1.5212,7099000,0,10798999,1
2018-07-02 22:27:33,4.0,7125000,0,-28500000,0
2018-07-02 22:28:32,0.336,7178000,0,2411808,1
2018-07-02 22:28:36,0.136,7177000,0,976072,1
2018-07-02 22:28:36,0.928,7177000,0,6660256,1
2018-07-02 22:28:36,0.0018,7177000,0,12919,1
2018-07-02 22:29:57,1.205,7248000,0,8733840,1
2018-07-02 22:30:25,0.0016,7251000,0,-11602,0
2018-07-02 22:30:28,0.9392,7254000,0,-6812957,0
2018-07-02 22:30:56,2.334,7270000,0,16968180,1
2018-07-02 22:33:06,0.0062,7230000,0,-44826,0
2018-07-02 22:34:05,0.0062,7219000,0,44758,1
2018-07-02 22:34:27,0.137,7222000,0,-989414,0
2018-07-02 22:34:27,0.3108,7226000,0,-2245841,0
2018-07-02 22:35:24,0.0359,7248000,0,260203,1
2018-07-02 22:35:24,0.4119,7248000,0,2985451,1
2018-07-02 22:36:20,0.1,7267000,0,-726700,0
2018-07-02 22:36:20,5.12e-05,7267000,0,-372,0
2018-07-02 22:36:21,0.0118,7267000,0,-85751,0
2018-07-02 22:36:48,0.0996,7272000,0,724291,1
2018-07-02 22:37:01,0.0062,7268000,0,45062,1
2018-07-02 22:38:35,0.0061,7250000,0,44225,1
2018-07-02 22:45:11,8.2e-06,7255000,0,-59,0
2018-07-02 22:45:15,0.0656,7262000,0,-476387,0
2018-07-02 22:45:15,0.5442,7262000,0,-3951980,0
2018-07-02 22:45:15,0.0137,7262000,0,-99489,0
2018-07-02 22:45:19,0.4614,7263000,0,-3351148,0
2018-07-02 22:45:19,0.0014,7263000,0,-10168,0
2018-07-02 22:45:19,0.0555,7258000,0,-402819,0
2018-07-02 22:45:25,0.0444,7263000,0,-322477,0
2018-07-02 22:45:28,0.0648,7272000,0,471226,1
2018-07-02 22:45:29,0.6536,7272000,0,4752979,1
2018-07-02 22:45:35,0.4678,7272000,0,3401842,1
2018-07-02 22:47:02,0.0137,7281000,0,-99750,0
2018-07-02 22:47:02,0.002,7281000,0,-14562,0
2018-07-02 22:47:40,0.4967,7300000,0,-3625910,0
2018-07-02 22:47:40,0.001,7300000,0,-7300,0
2018-07-02 22:47:40,1.0,7300000,0,-7300000,0
2018-07-02 22:47:40,0.77980955,7300000,0,-5692610,0
2018-07-02 22:47:40,0.2,7300000,0,-1460000,0
2018-07-02 22:47:40,0.0002,7300000,0,-1460,0
2018-07-02 22:47:40,0.1758,7300000,0,-1283340,0
